product_id,category,brand,is_amazon_owned
1259,Fashion,"White, Snyder and Chavez",True
1260,Electronics,"Nichols, Brock and Gonzales",True
1261,Home,White LLC,False
1262,Fashion,"Buchanan, Martin and Booth",True
1263,Home,"Reed, Mccarthy and Bauer",True
1264,Electronics,Green Group,False
1265,Fashion,Young and Sons,True
1266,Books,Logan and Sons,True
1267,Electronics,Martinez Inc,True
1268,Fashion,Walker LLC,False
1269,Books,Larson-Jordan,False
1270,Home,"Garza, Figueroa and Briggs",False
1271,Books,Davis Inc,False
1272,Fashion,Bridges-Obrien,False
1273,Home,Davis-Allen,True
1274,Books,Hood Group,True
1275,Fashion,Wilson-Barron,False
1276,Electronics,Cruz-Livingston,True
1277,Books,Rivas LLC,True
1278,Fashion,Simpson Ltd,True
1279,Fashion,Smith and Sons,False
1280,Fashion,"Gregory, Flores and Williams",True
1281,Books,Lewis and Sons,True
1282,Books,Marquez-Johnson,True
1283,Fashion,Mack PLC,True
1284,Electronics,Lewis and Sons,False
1285,Electronics,Avery-Chandler,False
1286,Electronics,Garcia-Spencer,True
1287,Fashion,Goodman and Sons,False
1288,Electronics,"Krueger, Clark and Buckley",False
1289,Home,Villa-Wolfe,True
1290,Electronics,Hanson Inc,False
1291,Home,Gonzalez-Brown,False
1292,Books,"Marquez, Williams and Williams",True
1293,Electronics,Kane-Bray,True
1294,Fashion,Young Ltd,False
1295,Electronics,"Thomas, Smith and Stone",False
1296,Electronics,"Hill, Cook and Ramsey",True
1297,Electronics,Allen Ltd,False
1298,Books,"Johnson, Wood and Hendricks",False
1299,Fashion,Brown Inc,False
1300,Fashion,"Fischer, Stanton and Grimes",True
1301,Home,Cline-Costa,True
1302,Books,"Thomas, Wise and Burke",False
1303,Fashion,Martinez Group,False
1304,Electronics,"Gibson, Fox and Francis",True
1305,Electronics,"Miller, Griffin and Greene",False
1306,Electronics,"Rivas, Hall and Cruz",False
1307,Books,"Adams, Sullivan and Espinoza",False
1308,Home,"Payne, Salazar and Ortiz",False
1309,Home,"Richardson, Melendez and Williamson",True
1310,Home,Thompson-Chang,False
1311,Fashion,Kennedy Inc,False
1312,Home,Carter-Adams,False
1313,Home,"Simpson, Adams and Rodriguez",True
1314,Books,"Torres, King and Bailey",False
1315,Fashion,Williams-Moore,False
1316,Fashion,Goodwin-Johnson,False
1317,Books,"Rivera, Potts and Taylor",False
1318,Books,"Hayes, Joseph and Orozco",False
1319,Books,"West, Hurst and Lopez",True
1320,Home,Garrett PLC,True
1321,Books,Castillo Group,False
1322,Electronics,Wagner Group,True
1323,Fashion,Mcclure-Collier,True
1324,Books,"Sutton, Gonzalez and Black",True
1325,Electronics,"Simmons, Harris and Armstrong",False
1326,Electronics,Becker-Marsh,False
1327,Electronics,"Fields, Evans and Diaz",False
1328,Electronics,"George, Zavala and Moore",False
1329,Electronics,Lopez-Conrad,False
1330,Fashion,Jones-Thompson,True
1331,Fashion,Mcguire Inc,True
1332,Home,"Hudson, Davis and Elliott",False
1333,Books,Diaz Inc,True
1334,Home,"Mcconnell, Murphy and Floyd",False
1335,Electronics,"Moore, Klein and James",True
1336,Home,"Flynn, Payne and Woods",False
1337,Fashion,Blackwell-Lawrence,True
1338,Home,Garza Inc,True
1339,Books,Miranda Inc,True
1340,Electronics,"Reid, Ayers and Butler",False
1341,Fashion,"Hudson, Rosario and Jones",True
1342,Home,"Scott, Peck and Weber",False
1343,Books,"Ortiz, Moran and Skinner",True
1344,Fashion,Compton-Robertson,True
1345,Electronics,Gardner and Sons,False
1346,Electronics,"Colon, Maldonado and Brewer",True
1347,Home,May-Robbins,True
1348,Home,"Kaufman, Hall and Coleman",True
1349,Books,Barrera and Sons,True
1350,Home,Carter LLC,False
1351,Electronics,Rush and Sons,False
1352,Books,"Taylor, Lewis and Browning",True
1353,Home,Moore PLC,False
1354,Fashion,Charles Ltd,False
1355,Home,Trujillo Inc,True
1356,Books,Brennan-Davis,False
1357,Books,Bennett Ltd,True
1358,Electronics,Richards-Wells,False
1359,Home,Cook PLC,True
1360,Electronics,Mills Ltd,False
1361,Home,Adkins-Marquez,False
1362,Home,Morrow PLC,True
1363,Fashion,"Bauer, Taylor and Clark",True
1364,Books,"Wells, Garcia and Espinoza",True
1365,Home,Hunter-Hall,False
1366,Electronics,"Vance, Robinson and Golden",True
1367,Home,Pineda LLC,True
1368,Books,Barajas and Sons,True
1369,Electronics,White-Roberts,False
1370,Home,Stevenson Ltd,False
1371,Fashion,Dunn Ltd,False
1372,Fashion,"Ryan, Reed and Williams",False
1373,Books,Sanders-Dillon,True
1374,Fashion,"Cole, Holt and Hill",True
1375,Fashion,"Adams, Ramos and Rhodes",False
1376,Electronics,Alvarado-Russell,True
1377,Books,Clark Inc,False
1378,Books,"Norman, Jones and Jacobs",True
1379,Home,Giles-Gutierrez,True
1380,Home,Wilson-Smith,True
1381,Books,Kramer-Hurst,False
1382,Home,Reeves-Johnson,False
1383,Books,"Williams, David and Dominguez",False
1384,Fashion,Shelton Inc,True
1385,Home,Miller PLC,False
1386,Books,Fernandez-Smith,False
1387,Electronics,"Mueller, Kelly and Steele",False
1388,Fashion,Gomez PLC,True
1389,Books,Cuevas Ltd,False
1390,Electronics,Smith Ltd,False
1391,Electronics,Ramirez PLC,True
1392,Home,Peterson PLC,True
1393,Home,"Scott, Davis and Richardson",False
1394,Home,Simpson-Dillon,False
1395,Electronics,"Tapia, Taylor and White",False
1396,Electronics,"Smith, Tyler and Richard",True
1397,Home,"Shaw, Smith and Dean",False
1398,Home,Parks LLC,False
1399,Electronics,Jordan Ltd,False
1400,Books,"Powers, Cortez and Ware",False
1401,Home,"Martinez, Kim and Suarez",False
1402,Home,Marquez-Short,True
1403,Fashion,Perez Inc,True
1404,Electronics,Maynard-Hunt,True
1405,Books,Smith-Roy,False
1406,Electronics,Castaneda-Ryan,False
1407,Fashion,Hill-Miranda,True
1408,Home,"Jimenez, Woods and Hopkins",False
1409,Fashion,"Marshall, Parks and Cook",True
1410,Home,"Olson, Glover and Cobb",False
1411,Fashion,Carroll LLC,False
1412,Electronics,"Dillon, Pena and Ramos",False
1413,Electronics,Williams-Stevenson,True
1414,Home,"Mcdaniel, Schmitt and Austin",True
1415,Home,Knapp-Robinson,True
1416,Books,Park-Davis,False
1417,Home,Johnson Group,False
1418,Books,Banks Group,True
1419,Home,Hernandez and Sons,True
1420,Electronics,"Kennedy, Gibbs and Parker",True
1421,Electronics,"Malone, Johnson and Bell",True
1422,Home,Blair-Carlson,False
1423,Fashion,Lee PLC,True
1424,Fashion,Mathews-Miller,True
1425,Home,Fox Inc,False
1426,Home,"Carpenter, Martin and Hull",True
1427,Electronics,Johnson-Thompson,True
1428,Books,"Flores, Riley and Ward",False
1429,Electronics,"King, Johnson and Ortiz",True
1430,Books,Anderson LLC,False
1431,Electronics,Scott-Taylor,False
1432,Books,Mckinney PLC,False
1433,Fashion,Padilla-Rodriguez,True
1434,Electronics,"Jones, Vega and Bowman",False
1435,Home,"Clarke, Lowe and Bennett",False
1436,Books,Nash-Gregory,False
1437,Electronics,"Sparks, Hubbard and Allen",True
1438,Fashion,Jackson PLC,True
1439,Fashion,Reid-Tyler,True
1440,Electronics,"Thomas, Munoz and Kline",False
1441,Home,Rice Group,True
1442,Books,Baker Ltd,False
1443,Home,"French, Walker and Brown",True
1444,Fashion,Mills-Meza,True
1445,Books,Romero-Ortiz,False
1446,Home,"Farrell, Larson and Phillips",False
1447,Fashion,"Gardner, Davis and Harrison",False
1448,Home,Myers Ltd,False
1449,Fashion,"Patterson, Harrison and Walker",True
1450,Fashion,Taylor-Bridges,True
1451,Books,Keith-Beasley,False
1452,Books,Castillo Inc,True
1453,Books,"Johnson, Evans and Lloyd",True
1454,Electronics,Hernandez-Sims,True
1455,Home,"Miller, Floyd and Anthony",True
1456,Electronics,Newman-Beck,True
1457,Electronics,Mcgee-Black,True
1458,Electronics,Cantu Group,True
1459,Home,Lloyd-Phillips,True
1460,Books,Mccarthy Inc,True
1461,Books,Perkins-Miller,False
1462,Fashion,"Pierce, Morrison and Wade",True
1463,Electronics,"Evans, Price and Leonard",True
1464,Electronics,"Hoffman, Williams and Wilkerson",False
1465,Electronics,"Butler, Webb and Chen",True
1466,Electronics,Jones-Jones,False
1467,Fashion,Wright-Thomas,True
1468,Fashion,Curry-Atkins,False
1469,Books,Thomas-Richards,False
1470,Fashion,"Nguyen, Horn and Smith",True
1471,Home,Stein-Dorsey,False
1472,Electronics,"Ruiz, Scott and Meyer",False
1473,Electronics,"Todd, Mclaughlin and Duffy",True
1474,Books,Alvarez PLC,True
1475,Fashion,Chavez-Ware,False
1476,Fashion,Thomas-Cameron,True
1477,Home,Griffith Group,True
1478,Books,Garrett Ltd,True
1479,Home,Moore and Sons,True
1480,Home,Smith and Sons,True
1481,Books,Moore-Ryan,True
1482,Books,Moore-Bishop,False
1483,Home,Carr-Patterson,False
1484,Electronics,Fuentes-Vargas,True
1485,Fashion,Luna PLC,True
1486,Fashion,"Rodgers, Jenkins and Craig",False
1487,Home,"Anthony, Prince and Shaw",False
1488,Books,Jacobs and Sons,True
1489,Fashion,Gardner-Kaiser,False
1490,Books,Ramirez PLC,True
1491,Electronics,"Moore, Byrd and Ross",False
1492,Electronics,Shaffer-Gay,True
1493,Home,"Henderson, Anthony and Perez",False
1494,Books,"Livingston, Wright and Hall",False
1495,Fashion,Dyer LLC,True
1496,Fashion,"Fuentes, Thompson and Lang",False
1497,Electronics,Farrell Inc,False
1498,Electronics,"Long, Johnson and Jones",False
1499,Electronics,"Kidd, Vaughan and Rollins",False
1500,Books,Miller-Gregory,False
1501,Fashion,Brown-Schroeder,True
1502,Fashion,"Oliver, Zamora and Cook",False
1503,Electronics,Anderson-Garcia,False
1504,Home,Williams and Sons,False
1505,Electronics,Jones-Medina,True
1506,Electronics,"Jackson, Moreno and Cook",False
1507,Fashion,"Kramer, Miller and Lin",False
1508,Home,Clark-Turner,False
1509,Books,Kirby-Nelson,False
1510,Home,Pena LLC,True
1511,Electronics,Lynch-Riggs,True
1512,Books,"Gutierrez, Chandler and Doyle",True
1513,Books,Smith-King,False
1514,Electronics,Love LLC,False
1515,Fashion,Jackson Inc,True
1516,Electronics,Smith LLC,True
1517,Home,Orr LLC,False
1518,Electronics,"Smith, Farmer and Kennedy",True
1519,Books,Davidson Group,False
1520,Fashion,Rodriguez PLC,False
1521,Books,Smith-Murphy,False
1522,Fashion,Mooney PLC,True
1523,Home,Flores Group,False
1524,Home,Rojas-Robertson,False
1525,Electronics,"Rodriguez, Dalton and Wood",False
1526,Books,"Brown, Garrett and Long",True
1527,Electronics,Chan Ltd,True
1528,Home,"Burke, Adams and Murphy",True
1529,Fashion,"Anderson, Martinez and Todd",True
1530,Books,Cortez Group,True
1531,Home,Norton-Adams,True
1532,Home,Barnes-Massey,False
1533,Books,"Nguyen, Boyd and Harris",True
1534,Electronics,Brown Ltd,True
1535,Home,Robertson LLC,True
1536,Electronics,Johns-Thomas,False
1537,Books,Rodriguez-Mclean,True
1538,Home,Melton-Hoffman,False
1539,Books,"Burch, Burch and Williamson",True
1540,Home,Yoder-Hodges,False
1541,Books,Crawford-Gray,True
1542,Home,"Christensen, Hughes and Randall",False
1543,Books,Miller Ltd,False
1544,Books,Taylor LLC,False
1545,Fashion,"Huffman, Short and Fisher",True
1546,Fashion,"Barton, Thompson and Murray",False
1547,Books,Day and Sons,True
1548,Electronics,"Jenkins, Christian and Thompson",True
1549,Electronics,Little-Shelton,True
1550,Books,Hall-Watson,True
1551,Home,Wilkins Inc,False
1552,Home,"Sheppard, Lee and Ryan",True
1553,Electronics,"Avery, Mcclure and Green",False
1554,Fashion,Pierce-Norris,True
1555,Fashion,Newman LLC,True
1556,Fashion,Zimmerman-Green,True
1557,Home,"Boyd, Hubbard and Kim",False
1558,Home,"Reynolds, Torres and Haas",False
1559,Fashion,Moore and Sons,True
1560,Books,Kennedy Group,True
1561,Books,Davis Group,False
1562,Home,"Morgan, Carter and Hurst",False
1563,Home,Lane LLC,False
1564,Home,"Chang, Evans and Walker",True
1565,Home,Taylor-Miller,False
1566,Home,"Preston, Huang and Snyder",False
1567,Home,Lloyd LLC,True
1568,Books,Johnson and Sons,False
1569,Home,Roy and Sons,False
1570,Fashion,Barnett-Baker,False
1571,Home,"Hull, James and Howell",False
1572,Electronics,"Garcia, Potter and Santiago",True
1573,Electronics,Green-Ashley,True
1574,Electronics,Newton and Sons,True
1575,Home,"Barnett, Williams and Thomas",False
1576,Home,Wright-Livingston,False
1577,Home,"Blankenship, Smith and Wood",False
1578,Fashion,Williams and Sons,True
1579,Home,"Brown, Vaughan and Moran",False
1580,Home,"Simon, Jackson and Richardson",True
1581,Home,Christian Group,False
1582,Home,Lewis-Hall,False
1583,Electronics,Andrade and Sons,False
1584,Electronics,"Anderson, Hardy and Johnson",False
1585,Home,Yates LLC,True
1586,Home,Levy Ltd,False
1587,Fashion,"Clayton, Gutierrez and Rogers",True
1588,Books,Cunningham PLC,True
1589,Books,Zavala Ltd,False
1590,Electronics,Martinez-Summers,True
1591,Electronics,Keller and Sons,False
1592,Electronics,Brown-Anderson,True
1593,Books,Hamilton-Mcdonald,False
1594,Home,"Howard, Clayton and Camacho",False
1595,Home,Charles Inc,True
1596,Fashion,Carrillo-Young,True
1597,Fashion,Gregory Group,True
1598,Fashion,Holmes-Villegas,False
1599,Electronics,Carrillo Group,False
1600,Books,Jones and Sons,True
1601,Electronics,Chambers Inc,True
1602,Electronics,Perez LLC,False
1603,Books,Brown LLC,False
1604,Home,Rowe-Miller,True
1605,Books,Smith-Barton,True
1606,Home,Mitchell-Martin,True
1607,Home,Hamilton and Sons,True
1608,Books,Castro-Valdez,True
1609,Home,"Russell, Weber and Green",True
1610,Books,"Gamble, Chavez and Glenn",False
1611,Books,Robles-Wallace,False
1612,Fashion,Smith-Hernandez,False
1613,Books,"Avery, White and Mahoney",False
1614,Fashion,Lewis-Schwartz,False
1615,Electronics,"Cole, Salazar and Hughes",False
1616,Electronics,Rogers-Mason,False
1617,Books,"Thomas, Buchanan and Kane",False
1618,Home,Gamble Group,False
1619,Electronics,Chang-Knapp,False
1620,Fashion,Johnson and Sons,True
1621,Books,"Flores, Welch and Savage",False
1622,Fashion,"Liu, Jones and Barry",True
1623,Books,"Gallegos, Olsen and Baker",True
1624,Electronics,Perez and Sons,False
1625,Fashion,"Miller, Tate and Briggs",True
1626,Fashion,Adams Ltd,False
1627,Electronics,Nunez-Hamilton,False
1628,Home,Gomez-Hernandez,False
1629,Home,"Singh, Wong and Ellis",True
1630,Fashion,Gordon LLC,False
1631,Home,Garza Ltd,False
1632,Books,Conway Group,False
1633,Home,"White, Davenport and Wilson",False
1634,Electronics,Cooper Ltd,True
1635,Books,Stewart-Anderson,True
1636,Fashion,Stephens-Robinson,True
1637,Books,Sullivan-Jimenez,True
1638,Books,Stewart PLC,True
1639,Electronics,Shaw-Stewart,True
1640,Home,Smith-Romero,False
1641,Electronics,"Jenkins, Johnson and Barker",True
1642,Fashion,Snyder Group,False
1643,Home,Morse Ltd,True
1644,Fashion,"Austin, Watson and Hill",True
1645,Home,"Bird, Lopez and Murillo",True
1646,Fashion,Hernandez Group,False
1647,Home,"Wright, Torres and Harris",False
1648,Books,Campbell-Spears,True
1649,Electronics,"Burch, Jones and White",False
1650,Fashion,"Brown, Moore and Mendez",False
1651,Home,"Wright, Townsend and Salazar",True
1652,Home,Morgan-Evans,True
1653,Home,Taylor-Atkinson,True
1654,Books,"Evans, Hunter and Powers",True
1655,Fashion,Mosley Ltd,False
1656,Electronics,"Morris, Wright and Powell",True
1657,Fashion,Schultz Ltd,True
1658,Books,"Hubbard, Hoffman and Figueroa",False
1659,Electronics,Moran Inc,True
1660,Electronics,Garcia and Sons,True
1661,Books,Davis Inc,True
1662,Books,Watson-Lopez,False
1663,Fashion,"Rowe, House and Summers",False
1664,Home,"Jackson, Ramos and Costa",True
1665,Fashion,"Williams, Harrison and Johnson",False
1666,Books,Keller Inc,True
1667,Fashion,Graham-Shaffer,False
1668,Fashion,Jimenez Ltd,True
1669,Home,"Chase, Miller and Lewis",False
1670,Home,"Harper, Rivera and Moreno",True
1671,Books,Giles PLC,True
1672,Books,Graham PLC,True
1673,Fashion,Hess-Carroll,False
1674,Fashion,Jones-Yates,True
1675,Home,Hudson Ltd,True
1676,Home,Gibson Group,True
1677,Home,Jones-Page,True
1678,Books,Knight and Sons,True
1679,Fashion,Johnson and Sons,False
1680,Home,Doyle-Sparks,True
1681,Home,Barnes Inc,False
1682,Home,Jensen-Bell,True
1683,Books,Jones-Anderson,True
1684,Fashion,King-Burns,True
1685,Home,"Johnson, Shaffer and Mcintosh",False
1686,Books,Conley Ltd,True
1687,Fashion,Greene Group,False
1688,Electronics,King-Torres,False
1689,Home,"Moore, Montoya and Garcia",True
1690,Electronics,Thomas Group,False
1691,Electronics,Mayo-Davis,True
1692,Fashion,Mckinney PLC,True
1693,Electronics,Warner-Howard,False
1694,Home,Cruz Ltd,True
1695,Books,"Carpenter, Bailey and Jackson",False
1696,Fashion,"Aguilar, Adams and Ross",True
1697,Home,Hill PLC,True
1698,Books,Avila-Rivera,True
1699,Home,"Arnold, Robbins and Braun",False
1700,Fashion,Smith Ltd,True
1701,Home,"Ramirez, Dickerson and Miller",False
1702,Home,Porter PLC,False
1703,Fashion,Powell-Martinez,False
1704,Electronics,"Perez, Weaver and Aguilar",True
1705,Home,Salinas Ltd,True
1706,Books,Shaw LLC,False
1707,Books,Montgomery-Dixon,True
1708,Electronics,Johnson-Ponce,False
1709,Home,"Browning, Walker and Johnson",False
1710,Fashion,Shelton PLC,True
1711,Electronics,Gray LLC,False
1712,Fashion,"Ford, Whitney and Flores",False
1713,Books,Farley-Sanders,True
1714,Home,Trevino PLC,True
1715,Home,Jones-Anderson,False
1716,Books,Griffith-Gardner,False
1717,Electronics,Garcia PLC,True
1718,Books,"Moore, Baldwin and Elliott",False
1719,Electronics,Fisher PLC,False
1720,Books,"Walker, Johnson and Hawkins",False
1721,Home,Scott-Lutz,False
1722,Electronics,"Williams, Webster and Smith",False
1723,Home,Mitchell-Boyer,False
1724,Books,"Brown, Daniels and Daugherty",True
1725,Fashion,Mahoney PLC,True
1726,Fashion,Scott-Wiley,False
1727,Fashion,Brown LLC,True
1728,Home,Stone Inc,True
1729,Electronics,"Downs, Newton and Cardenas",True
1730,Books,"Perkins, Thomas and Crawford",True
1731,Electronics,Bush PLC,True
1732,Electronics,"Smith, Smith and Medina",False
1733,Books,Jones-Prince,True
1734,Fashion,Jensen-Howard,False
1735,Fashion,Hurley-Prince,False
1736,Electronics,George-Young,True
1737,Home,Gonzalez LLC,True
1738,Electronics,"Hernandez, Smith and Vang",True
1739,Books,Kirby and Sons,True
1740,Fashion,Meza LLC,True
1741,Fashion,Bond Inc,True
1742,Books,Atkinson and Sons,True
1743,Home,"Brown, Wright and Campos",True
1744,Fashion,"Dawson, Hamilton and Munoz",False
1745,Home,"Reeves, Joyce and Villa",False
1746,Fashion,Farrell Ltd,True
1747,Home,Stephens Inc,True
1748,Fashion,Schmidt-King,False
1749,Fashion,"Jones, Kemp and Nichols",True
1750,Fashion,"Mitchell, Hamilton and Berry",True
1751,Fashion,"Montoya, Kennedy and Perez",True
1752,Electronics,Rose-Calderon,True
1753,Electronics,Grant Ltd,True
1754,Fashion,"Williams, Hogan and Henry",False
1755,Fashion,Miller-Thompson,True
1756,Home,"Baker, Harris and Johnson",True
1757,Home,Brown and Sons,True
1758,Books,"Smith, Perez and Lester",True
1759,Fashion,Harris LLC,False
1760,Fashion,"Strong, Garcia and Cunningham",True
1761,Home,Burns-Montoya,False
1762,Electronics,Savage-Webb,False
1763,Books,Santana-Cook,True
1764,Home,Caldwell-Maynard,False
1765,Books,Cole-Thomas,False
1766,Books,"Alexander, Brown and Miller",False
1767,Electronics,"Leonard, Henry and Johnson",False
1768,Books,Williams Ltd,False
1769,Fashion,"Mcpherson, Baker and Ortiz",False
1770,Electronics,Davis-Green,False
1771,Electronics,Park and Sons,True
1772,Electronics,Adams LLC,False
1773,Electronics,Dunn Group,True
1774,Books,Hall-Pierce,True
1775,Fashion,Watson PLC,False
1776,Electronics,Hess-Hardy,True
1777,Books,"Mcdonald, Tyler and Ellison",True
1778,Electronics,Haley-Stephens,False
1779,Books,Smith Inc,False
1780,Fashion,Reyes-Wagner,False
1781,Electronics,Cook-Gay,False
1782,Fashion,White Inc,False
1783,Fashion,Edwards-Charles,True
1784,Home,Cantu-Villanueva,False
1785,Books,"Cherry, Macias and Reid",False
1786,Books,"Spencer, Smith and Ward",True
1787,Fashion,Morris Group,False
1788,Fashion,Green-Ballard,True
1789,Electronics,Mcgee-Chan,False
1790,Books,Gonzales Group,True
1791,Fashion,Butler-Everett,True
1792,Fashion,Miles-Powers,True
1793,Fashion,Smith Ltd,True
1794,Electronics,Oneal-Mclaughlin,True
1795,Home,Burton Group,True
1796,Fashion,"Nguyen, Barnes and Velasquez",True
1797,Home,Archer-Harris,True
1798,Books,Dixon Ltd,True
1799,Books,"Ortiz, Smith and Perry",True
1800,Home,"Brown, Cannon and Roach",True
1801,Electronics,"Barnett, Douglas and Jenkins",False
1802,Home,Quinn-Ortiz,True
1803,Fashion,Brown-Lopez,False
1804,Home,"Moody, Gross and White",True
1805,Fashion,Harris Ltd,True
1806,Home,"Wood, Ho and Small",False
1807,Books,"Walker, Watkins and Smith",False
1808,Electronics,Greene and Sons,True
1809,Fashion,Castro-Miller,False
1810,Electronics,Flores-Johnson,False
1811,Books,Banks-Lozano,True
1812,Fashion,Aguirre LLC,True
1813,Books,Dalton-Browning,False
1814,Electronics,Patterson-Gregory,False
1815,Fashion,Booth-Mckenzie,False
1816,Fashion,Nguyen-York,True
1817,Books,Lynn PLC,False
1818,Electronics,Ramos-Owens,True
1819,Home,"Brown, Garza and Grant",True
1820,Electronics,Thompson-Kim,False
1821,Home,Green-Wallace,False
1822,Home,Simmons-Palmer,False
1823,Electronics,"Chandler, Watts and Ruiz",True
1824,Home,Green-Patterson,False
1825,Fashion,"Cruz, Powell and Morris",True
1826,Fashion,"Bonilla, Morris and Floyd",True
1827,Electronics,"Lindsey, Potter and Aguilar",True
1828,Books,Greene-Shah,True
1829,Books,"Patrick, Brown and James",True
1830,Books,"Wright, Mathis and Chapman",False
1831,Home,Tran-Ramirez,False
1832,Books,"Castillo, Raymond and Dalton",False
1833,Books,Manning-Mitchell,False
1834,Fashion,"Baker, Pittman and Chaney",True
1835,Home,Bradley Group,True
1836,Home,"Allen, Smith and Chavez",False
1837,Home,Long PLC,True
1838,Books,Ewing-Chung,True
1839,Fashion,Martinez Inc,False
1840,Electronics,Pham and Sons,True
1841,Home,Mercado and Sons,True
1842,Home,"Jones, Martinez and Harrison",False
1843,Electronics,Fletcher PLC,True
1844,Electronics,Pope-Rogers,False
1845,Home,Coffey and Sons,False
1846,Fashion,Gregory Group,False
1847,Electronics,Frazier Group,True
1848,Books,Friedman-Collins,False
1849,Books,Keller LLC,False
1850,Electronics,Hernandez Group,False
1851,Electronics,Lang Inc,False
1852,Books,"Marshall, Butler and Yang",False
1853,Books,"Abbott, Johnson and Kemp",True
1854,Fashion,"Martin, Bean and Sanchez",True
1855,Books,Bowen Group,False
1856,Fashion,Murphy Inc,False
1857,Home,Ward-Arnold,True
1858,Fashion,Hall-Martinez,True
1859,Books,"Davis, Leon and Daniels",False
1860,Home,"Wilson, Greene and Torres",True
1861,Fashion,"Carter, Thomas and Parks",False
1862,Electronics,Reed-Rodriguez,False
1863,Fashion,Proctor-Vincent,False
1864,Electronics,"Ferguson, Sims and Barnes",True
1865,Books,Mclaughlin-Armstrong,True
1866,Home,"Roberson, Craig and Richardson",True
1867,Home,Wright-Clark,True
1868,Electronics,"Hill, Garcia and Singh",True
1869,Electronics,"Moore, Singh and Hoffman",False
1870,Books,French and Sons,True
1871,Electronics,Hartman Ltd,False
1872,Fashion,Acosta-Rojas,True
1873,Fashion,Wong-Butler,True
1874,Home,Santos-Watson,True
1875,Books,"Phillips, Rivera and Booth",False
1876,Books,Tucker PLC,False
1877,Books,Johnson and Sons,False
1878,Electronics,"Sanchez, Bradley and Arroyo",False
1879,Books,Johnson Group,False
1880,Home,Carlson-Haas,False
1881,Fashion,"Ramirez, Taylor and Rowland",False
1882,Fashion,Ramos-Curry,True
1883,Books,"Henry, Jimenez and Mcdonald",True
1884,Books,Jackson Group,True
1885,Electronics,Tucker-Leach,True
1886,Electronics,Mckay Inc,True
1887,Fashion,"Ballard, Davidson and Ramos",False
1888,Home,Ruiz LLC,True
1889,Home,Heath-Lewis,False
1890,Home,"Bryant, Ross and Stewart",True
1891,Electronics,Johnson Ltd,True
1892,Books,Weber-Francis,False
1893,Electronics,"Martinez, Thompson and Navarro",True
1894,Home,Marquez-Jennings,False
1895,Electronics,Carpenter and Sons,True
1896,Electronics,"Smith, Haley and Tyler",False
1897,Fashion,Ford-Cole,True
1898,Electronics,Gonzalez-Atkinson,False
1899,Fashion,Brown-Wright,True
1900,Home,Williams-Mclaughlin,True
1901,Electronics,"Rogers, White and Barrett",False
1902,Home,Cooper-Little,True
1903,Home,"Newman, Jacobs and Ford",True
1904,Fashion,Ellison Ltd,True
1905,Electronics,Small-Cardenas,False
1906,Electronics,Smith Inc,False
1907,Fashion,Perez-Meza,True
1908,Electronics,Newton LLC,False
1909,Home,Mclean-Kelley,True
1910,Fashion,White-Kane,True
1911,Home,"Diaz, Thomas and Avila",False
1912,Home,Carr-Gross,True
1913,Books,Bryant-Taylor,False
1914,Electronics,Santos-Gonzalez,False
1915,Books,"Mays, Perez and Griffin",False
1916,Electronics,Rose-Hicks,False
1917,Electronics,"Watts, Davis and Brooks",False
1918,Fashion,Hernandez-Jones,False
1919,Electronics,"Meyer, Hicks and Schmidt",False
1920,Books,Baker LLC,True
1921,Home,Owen Group,True
1922,Home,Mooney-Wood,True
1923,Books,Whitehead-Hopkins,False
1924,Electronics,Pennington Group,True
1925,Electronics,Peters-Lee,False
1926,Fashion,"Carr, Jackson and Snow",False
1927,Electronics,Livingston Inc,True
1928,Home,Richardson Group,True
1929,Electronics,Garcia-Morris,True
1930,Books,Kennedy PLC,True
1931,Books,Smith LLC,True
1932,Home,Phillips Inc,True
1933,Home,"Cantrell, Barton and Conner",True
1934,Home,Hardy-Robertson,True
1935,Electronics,Jones Ltd,False
1936,Electronics,"Frank, Clark and Castillo",False
1937,Home,Mcclain-Hayes,True
1938,Home,Rodriguez Ltd,False
1939,Fashion,Allen Inc,False
1940,Home,Stone-Phelps,True
1941,Electronics,Williams PLC,True
1942,Books,Lee Group,True
1943,Books,Mcintyre-Maxwell,True
1944,Fashion,Johnston-Zamora,True
1945,Electronics,"Tran, Lane and Pugh",False
1946,Fashion,Gray LLC,False
1947,Electronics,Munoz Ltd,False
1948,Home,"Moore, Brady and Boyle",True
1949,Home,Fields-Campbell,True
1950,Books,Coleman-Bentley,True
1951,Books,"Blair, Powell and Freeman",True
1952,Home,"Gonzalez, Clark and Briggs",True
1953,Fashion,Prince and Sons,False
1954,Electronics,"Williams, Beasley and Ferguson",True
1955,Electronics,Hood-Barrera,True
1956,Electronics,"Sanchez, Stein and Myers",True
1957,Home,Hawkins Inc,True
1958,Electronics,Fernandez-Scott,True
1959,Fashion,"Johnson, Snyder and Sandoval",False
1960,Electronics,Smith and Sons,True
1961,Fashion,"Gonzalez, Holmes and Hill",False
1962,Home,"Williams, Lynn and Thomas",True
1963,Home,"Mejia, Gross and Myers",False
1964,Fashion,Wilkerson-Olson,False
1965,Home,Young Ltd,True
1966,Home,"Smith, Velasquez and Miranda",False
1967,Electronics,"Stewart, Johnson and Dawson",True
1968,Books,Crosby Group,False
1969,Home,"Fuller, Lynch and Vaughn",True
